ID,Бренд,Название,Перевод,Линейка,Позиция,Рейтинг,Крепость,Изображение,Отзывы,Состав,
135201,Black Burn,Ice Baby,Айс Бэйби,Основная,11,"4,1",Средняя,https://htreviews.org/uploads/objects/1/fdb4922d30241411169f3a27d6581e7ce1a65260.webp,"Самый достойный конкурент пинкману, но тут сыпанули холодка в довесок. Если забивать в соло, то может мылить, но как основа для сочетантий со сладкими фруктами, штука крутая. Хорошо подходит, чтобы закинуть в чашу с остатками любого другого табака и урезать свою полку. 
Аромат однозначно удался!","Ягоды, Грейпфрут","<b>
Бренд</b>: Black Burn<b>
Название</b>: Ice Baby(Айс Бэйби)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Ягоды, Грейпфрут<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Самый достойный конкурент пинкману, но тут сыпанули холодка в довесок. Если забивать в соло, то может мылить, но как основа для сочетантий со сладкими фруктами, штука крутая. Хорошо подходит, чтобы закинуть в чашу с остатками любого другого табака и урезать свою полку. 
Аромат однозначно удался!"
93393,Black Burn,Ananas Shock,Ананасовый шок,Основная,12,"4,1",Средняя,https://htreviews.org/uploads/objects/0/fc7c05bc9421213e05eb0fb33e1f0480511c0a62.webp,"Вкусный, кислый ананас без уксусного запаха. Чуть не хватает насыщенности ананасового вкуса, но кислая составляющая в миксах не теряется",Ананас,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Ananas Shock(Ананасовый шок)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Ананас<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Вкусный, кислый ананас без уксусного запаха. Чуть не хватает насыщенности ананасового вкуса, но кислая составляющая в миксах не теряется"
150232,Black Burn,Real P.F.,Маракуйя,Основная,13,"4,1",Средняя,https://htreviews.org/uploads/objects/1/438e61542e479b6d4b2ed7115a29da8f76199ce6.webp,"Хорошая маракуйя, кисловато-травянистая. Лучше всего проявляет себя в миксах.",Маракуйя,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Real P.F.(Маракуйя)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Маракуйя<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Хорошая маракуйя, кисловато-травянистая. Лучше всего проявляет себя в миксах."
93383,Black Burn,Red Orange,Красный апельсин,Основная,14,"4,1",Средняя,https://htreviews.org/uploads/objects/0/c9b72d5e7d2f138650bead0ec3a62a20b6cb4e33.webp,"Прекрасный цитрусовый вкус от BB который отдает маленькой сладостью, при этом сам вкус полностью не химозный. Лично советую попробовать данный вкус хоть раз. С данным вкусом можно придумать множество миксов, но для первого раза посоветовал бы смешать со вкусом ""Сочный Ананас"". Курить его в соло думаю будет так себе",Апельсин,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Red Orange(Красный апельсин)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Апельсин<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Прекрасный цитрусовый вкус от BB который отдает маленькой сладостью, при этом сам вкус полностью не химозный. Лично советую попробовать данный вкус хоть раз. С данным вкусом можно придумать множество миксов, но для первого раза посоветовал бы смешать со вкусом ""Сочный Ананас"". Курить его в соло думаю будет так себе"
195384,Black Burn,Muesli,Фруктовые мюсли,Основная,15,"4,1",Средняя,https://htreviews.org/uploads/objects/1/592861ceab90f0b16e2e588fa2d00866b38bf846.webp,"Определённо, хороший вкус. 
Не мерзкая, нетривиальная десертка. 
В соло, двояко, он одновременно и суховатый, но и какой-то сливочный вкус. 
Персиков и фруктов не разобрать, но и есть общая фруктовая сладость. 
Естественно, это не для соло курения, в миксах отличный инструмент.","Фрукты, Злаки","<b>
Бренд</b>: Black Burn<b>
Название</b>: Muesli(Фруктовые мюсли)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Фрукты, Злаки<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Определённо, хороший вкус. 
Не мерзкая, нетривиальная десертка. 
В соло, двояко, он одновременно и суховатый, но и какой-то сливочный вкус. 
Персиков и фруктов не разобрать, но и есть общая фруктовая сладость. 
Естественно, это не для соло курения, в миксах отличный инструмент."
197003,Black Burn,Grapefruit,Грейпфрут,Основная,16,"4,1",Средняя,https://htreviews.org/uploads/objects/4/bf52e1df4e625733483cc3c545006c6c.webp,"Так как люблю грейп, сразу взял большую банку. Вкус хорош, однако процентов 20 наполнения составили одни ветки, это огорчило.",Грейпфрут,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Grapefruit(Грейпфрут)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Грейпфрут<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Так как люблю грейп, сразу взял большую банку. Вкус хорош, однако процентов 20 наполнения составили одни ветки, это огорчило."
121075,Black Burn,Chupa Graper,Чупа-виноград,Основная,17,4,Средняя,https://htreviews.org/uploads/objects/1/5d9743899754864931612cbd7ed67c3c59651365.webp,"Очень химозно! Всё, что могу сказать про этот вкус, не понравилось. Я в принципе не перевариваю синий виноград в кальяне, но если вы его любите, вам может понравиться.","Виноград, Леденцы","<b>
Бренд</b>: Black Burn<b>
Название</b>: Chupa Graper(Чупа-виноград)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Виноград, Леденцы<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Очень химозно! Всё, что могу сказать про этот вкус, не понравилось. Я в принципе не перевариваю синий виноград в кальяне, но если вы его любите, вам может понравиться."
187786,Black Burn,Malibu,Малибу,Основная,18,4,Средняя,https://htreviews.org/uploads/objects/1/3913b2cdcb5b713be58d694d8a4009059ebc2612.webp,"На ура заходит в миксах, где стоит задача сделать чашу во что бы то ни было сладкой, в соло прокуривать бы не стал, слишком уж приторно для меня.","Сливочный, Клубника, Конфетный","<b>
Бренд</b>: Black Burn<b>
Название</b>: Malibu(Малибу)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Сливочный, Клубника, Конфетный<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> На ура заходит в миксах, где стоит задача сделать чашу во что бы то ни было сладкой, в соло прокуривать бы не стал, слишком уж приторно для меня."
196010,Black Burn,На чиле feat. Джиган,Нет данных,Основная,19,4,Средняя,https://htreviews.org/uploads/objects/2/d946c870d3b7a683956dae3fe6d5e3c4.webp,"Ну, тут ничего необычного, стандартный вкус, но сделан хорошо. Чувствую ананас с маракуйей, кислота со сладостью в балансе, даже добавлять ничего не хочется. Это вкус из разряда «хочу покурить, но не знаю, что именно».",Фрукты,"<b>
Бренд</b>: Black Burn<b>
Название</b>: На чиле feat. Джиган(Нет данных)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Фрукты<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Ну, тут ничего необычного, стандартный вкус, но сделан хорошо. Чувствую ананас с маракуйей, кислота со сладостью в балансе, даже добавлять ничего не хочется. Это вкус из разряда «хочу покурить, но не знаю, что именно»."
105575,Black Burn,Lemon Shock,Лимонный шок,Основная,20,4,Средняя,https://htreviews.org/uploads/objects/1/99b9e44446d2e84bb20c97cd19046bde3557da98.webp,"Если хочется ярких впечатлений -в соло, в касание,без отжима на 3 углях. 
Кисло,вкусно,отдаленно напоминает кислые лимонные конфеты-шипучки. Ключевое слово - отдаленно.","Цитрус, Лимон","<b>
Бренд</b>: Black Burn<b>
Название</b>: Lemon Shock(Лимонный шок)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Цитрус, Лимон<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Если хочется ярких впечатлений -в соло, в касание,без отжима на 3 углях. 
Кисло,вкусно,отдаленно напоминает кислые лимонные конфеты-шипучки. Ключевое слово - отдаленно."
130007,Black Burn,Papaya v obed,Папайя в обед,Основная,21,4,Средняя,https://htreviews.org/uploads/objects/1/10e8fa041e0c815ddebbc373c25bf815e83daf63.webp,"Вот все кто упомянул тыкву при покуре правы на все сто - какая-то пряность и тягучесть тыквы тут проскакивает раз на раз. В миксе точно захочется повторить. Интересно, а если поиграться с выпечкой, можно ли будет довести до тыквенного пирога?)",Папайя,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Papaya v obed(Папайя в обед)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Папайя<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Вот все кто упомянул тыкву при покуре правы на все сто - какая-то пряность и тягучесть тыквы тут проскакивает раз на раз. В миксе точно захочется повторить. Интересно, а если поиграться с выпечкой, можно ли будет довести до тыквенного пирога?)"
162314,Black Burn,Overdose,Передозировка,Основная,22,4,Средняя,https://htreviews.org/uploads/objects/1/f283b393dd2bb79d4edfab936805574ae4eba25c.webp,"Этот табак мне нравится больше, чем весь Овердоз в отдельной линейке, что я пробовал (правда, я не сравнивал с лимон-лаймом оттуда). Вкус для меня скорее конфетный, очень крутые кислые леденцы. Курится насыщенно, достаточно крепко, с кислотой не переборщили. 4 угля в касание и погнали! По сравнению с обычным ББ, этим можно накуриться","Лайм, Лимон","<b>
Бренд</b>: Black Burn<b>
Название</b>: Overdose(Передозировка)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Лайм, Лимон<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Этот табак мне нравится больше, чем весь Овердоз в отдельной линейке, что я пробовал (правда, я не сравнивал с лимон-лаймом оттуда). Вкус для меня скорее конфетный, очень крутые кислые леденцы. Курится насыщенно, достаточно крепко, с кислотой не переборщили. 4 угля в касание и погнали! По сравнению с обычным ББ, этим можно накуриться"
195186,Black Burn,Siberian soda,Сибирская газировка,Основная,23,4,Средняя,https://htreviews.org/uploads/objects/1/2b573f74abaa0faf8656015f4b01a8c0ead1c154.webp,"Сладкий, травянистый Байкал, в общем-то неплохо, но в соло неприятно было курить, перенасыщено и привкус непонятный вылезает. В микс с черникой/асаи, капелькой ёлок и холодка - супер.",Байкал,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Siberian soda(Сибирская газировка)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Байкал<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Сладкий, травянистый Байкал, в общем-то неплохо, но в соло неприятно было курить, перенасыщено и привкус непонятный вылезает. В микс с черникой/асаи, капелькой ёлок и холодка - супер."
91991,Black Burn,Peach Killer,Персиковый убийца,Основная,24,4,Средняя,https://htreviews.org/uploads/objects/0/9738305d2acdd741248729f3360489ce14669272.webp,"Честно, не знаю какую версию персика я курил, но думаю все таки первую. Вкус просто идеального бархотного персика, он был шикарен, он был сладким, мягеньким, без тх и какой либо горечи, либо кислости. Этот вкус смело можно советовать, из всего табака который я попробовал в данный момент этот самый шикарный и вкусный. Настоятельно рекомендую попробовать его и создать прекрасный микс.
Вот один известный мне микс который заставит вас таять от сладости и шикарного вкуса:
DS Персик 60%
DS Крем-сода 15%
Sabotage Лайм-йогурт 25%",Персик,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Peach Killer(Персиковый убийца)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Персик<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Честно, не знаю какую версию персика я курил, но думаю все таки первую. Вкус просто идеального бархотного персика, он был шикарен, он был сладким, мягеньким, без тх и какой либо горечи, либо кислости. Этот вкус смело можно советовать, из всего табака который я попробовал в данный момент этот самый шикарный и вкусный. Настоятельно рекомендую попробовать его и создать прекрасный микс.
Вот один известный мне микс который заставит вас таять от сладости и шикарного вкуса:
DS Персик 60%
DS Крем-сода 15%
Sabotage Лайм-йогурт 25%"
194898,Black Burn,Ekzo Mango,Сочное манго,Основная,25,4,Средняя,https://htreviews.org/uploads/objects/1/82fe0c7affb01fad67382a14463b509e2ce0ea4c.webp,"Это больше зеленое, немного сливочное манго с выраженным оттенком травянистости, а не сочное. В соло - скукота, в миксах показывает себя очень хорошо. Тх минимальное.",Манго,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Ekzo Mango(Сочное манго)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Манго<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Это больше зеленое, немного сливочное манго с выраженным оттенком травянистости, а не сочное. В соло - скукота, в миксах показывает себя очень хорошо. Тх минимальное."
197090,Black Burn,Red Energy,Энергетик,Основная,26,4,Средняя,https://htreviews.org/uploads/objects/4/3afc54bacd754727f8de06e691e275d6.webp,"Хороший энергетик,НО не лучший.Кисло-Сладкий,больше похож на ""Адреналайн"" чем ""РБ"" и очень не насыщенный.В соло пустоватый,не хватает вот этой химозности энергетиков.В миксах тоже легко потеряется,но если его класть 50-70%,то получается хороший напиточный микс.
Для меня всё же лучшими пока остаются энергетики от : Догмы и Дафта.",Энергетик,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Red Energy(Энергетик)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Энергетик<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Хороший энергетик,НО не лучший.Кисло-Сладкий,больше похож на ""Адреналайн"" чем ""РБ"" и очень не насыщенный.В соло пустоватый,не хватает вот этой химозности энергетиков.В миксах тоже легко потеряется,но если его класть 50-70%,то получается хороший напиточный микс.
Для меня всё же лучшими пока остаются энергетики от : Догмы и Дафта."
128691,Black Burn,Rising Star,Восходящая звезда,Основная,27,4,Средняя,https://htreviews.org/uploads/objects/1/e9e6be9a3493f943b5a5137caba5488ae354c529.webp,"Я думал оставил отзыв на данный табачок.
Но оказалось нет. 
В полне сбалансированная, хорошая манго маракуя. И Манго и Маракуя в процессе курения адекватно чувствует. Яркий вкус почти всё время процесса курения присутствует. Я бы рекомендовал его забивать с холодочком так как мне больше нравиться в этом виде. Да и забиваю ""забивал""с от Джигана на Чиле или же с цитрусами и с чаями в основном от МастХэва Эрл Грей с данной манго,маракуей для меня заходит на ура. Первое с Чиле любителям тропиков зайдёт так как кислые нотки сладкие нотки всё на месте. С цитрусами я люблю чисто манго 65 и цитрусами 30 или  60 на 30 забивать с холодом(ну конечно же +- до 10℅ холод на свой вкус). С чаей если хотите что-то новое покурить рекомендую, попробуйте ещё добавить фруктовое пюре в сторону этого пойти"" У нас просто чай на фруктовом пюре имеется и он мне очень нравиться и я его всегда стараюсь в кальяне повторить"". Очень хорошо получиться.
Ах да чуть не забыл курил и курю почти всегда на турке её, как будто на других чашках она не так хорошо раскрывается да и мне проще прослëвку забить. Как всегда кальян на грани. Сейчас забил с цитрусами), чтобы отзыв с воздуха не брать. Грел на 3х25
Чутка в касание забил. 
Чашка Турочка. 
Кальян На Грани -1. 
 Всем добра и С новым годом!","Манго, Маракуйя","<b>
Бренд</b>: Black Burn<b>
Название</b>: Rising Star(Восходящая звезда)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Манго, Маракуйя<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Я думал оставил отзыв на данный табачок.
Но оказалось нет. 
В полне сбалансированная, хорошая манго маракуя. И Манго и Маракуя в процессе курения адекватно чувствует. Яркий вкус почти всё время процесса курения присутствует. Я бы рекомендовал его забивать с холодочком так как мне больше нравиться в этом виде. Да и забиваю ""забивал""с от Джигана на Чиле или же с цитрусами и с чаями в основном от МастХэва Эрл Грей с данной манго,маракуей для меня заходит на ура. Первое с Чиле любителям тропиков зайдёт так как кислые нотки сладкие нотки всё на месте. С цитрусами я люблю чисто манго 65 и цитрусами 30 или  60 на 30 забивать с холодом(ну конечно же +- до 10℅ холод на свой вкус). С чаей если хотите что-то новое покурить рекомендую, попробуйте ещё добавить фруктовое пюре в сторону этого пойти"" У нас просто чай на фруктовом пюре имеется и он мне очень нравиться и я его всегда стараюсь в кальяне повторить"". Очень хорошо получиться.
Ах да чуть не забыл курил и курю почти всегда на турке её, как будто на других чашках она не так хорошо раскрывается да и мне проще прослëвку забить. Как всегда кальян на грани. Сейчас забил с цитрусами), чтобы отзыв с воздуха не брать. Грел на 3х25
Чутка в касание забил. 
Чашка Турочка. 
Кальян На Грани -1. 
 Всем добра и С новым годом!"
197004,Black Burn,Blackcola,Кола,Основная,28,4,Средняя,https://htreviews.org/uploads/objects/4/d5f18c1db9983e6711bc17eccbe62788.webp,"Как уже писали, совершенно верно, - кола в бутылке за 17 рублей. Слабая, непонятная, с небольшими и с нотками ванили всё же. Не мармеладная и всё таки никакая кола.",Кола,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Blackcola(Кола)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Кола<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Как уже писали, совершенно верно, - кола в бутылке за 17 рублей. Слабая, непонятная, с небольшими и с нотками ванили всё же. Не мармеладная и всё таки никакая кола."
93359,Black Burn,Asian Lychee,Азиатский личи,Основная,29,4,Средняя,https://htreviews.org/uploads/objects/0/7d825b2162decbbf7fbf04a0a3dfd09d7770ce11.webp,"Сладкий, яркий, насыщенный личи! Аромка держиться долго! Мне показалось что тут кроме ещё личи есть какой-то освежающие нотки (либо мяты либо холодка)",Личи,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Asian Lychee(Азиатский личи)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Личи<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Сладкий, яркий, насыщенный личи! Аромка держиться долго! Мне показалось что тут кроме ещё личи есть какой-то освежающие нотки (либо мяты либо холодка)"
194942,Black Burn,Cheesecake,Чизкейк,Основная,30,"3,9",Средняя,https://htreviews.org/uploads/objects/1/1ed157bb1182186a34cbe20cb3a1af690e1017fa.webp,"Приятный мягкий, сливочный чизкейк. Слегка жмрноват и не сильно сладкий. Отлично залетает в микс с ягодками.",Чизкейк,"<b>
Бренд</b>: Black Burn<b>
Название</b>: Cheesecake(Чизкейк)<b>
Линейка</b>: Основная<b>
Крепость</b>: Средняя<b>
Состав</b>: Чизкейк<b>
Рейтинг</b>: 3,9<b>
-------------
Отзыв:</b> Приятный мягкий, сливочный чизкейк. Слегка жмрноват и не сильно сладкий. Отлично залетает в микс с ягодками."
